step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
280,475854.04,475854.04,0.0,139286.33,615140.37,1
234,701661.17,49797.0,0.0,360107.08,1061768.25,0
330,122095.14,11443.0,0.0,0.0,122095.14,0
608,165605.89,10369097.83,10534703.72,204977.46,39371.57,0
360,91072.59,1389.74,0.0,2061374.2,2152446.79,0
40,13927.5,0.0,0.0,0.0,0.0,0
220,285376.6,285376.6,0.0,0.0,0.0,1
337,88748.63,88748.63,0.0,0.0,0.0,1
354,174034.2,11203.0,185237.2,0.0,0.0,0
680,674541.55,674541.55,0.0,13481.42,688022.97,1
17,20797.16,0.0,0.0,0.0,0.0,0
15,252070.52,0.0,0.0,978912.99,1230983.51,0
538,1253358.42,1253358.42,0.0,0.0,0.0,1
495,2489.96,114879.0,112389.04,0.0,0.0,0
157,45790.77,0.0,0.0,78075.52,123866.3,0
157,232964.17,9082324.35,9315288.52,728896.7,495932.53,0
350,4019.16,88184.0,84164.84,0.0,0.0,0
416,3019699.77,3019699.77,0.0,523626.59,3543326.36,1
380,146859.05,5059.0,0.0,2053221.03,2200080.08,0
18,1130195.51,40769.0,0.0,0.0,1130195.51,0
206,109710.47,20099.0,0.0,549995.25,659705.71,0
162,18883.0,198681.35,179798.35,0.0,0.0,0
596,29222.4,10136.0,0.0,0.0,29222.4,0
592,201611.3,10682.0,212293.3,14177.19,0.0,0
20,155823.19,159461.94,315285.14,8762746.48,8606923.29,0
187,118316.3,33103.0,0.0,0.0,118316.3,0
309,21650.68,38.0,0.0,0.0,0.0,0
403,2564.26,137251.0,134686.74,905650.96,908215.22,0
177,870972.13,109886.0,0.0,320453.17,1191425.29,0
282,19066.2,11264.0,30330.2,494938.26,475872.06,0
326,41216.38,0.0,0.0,0.0,0.0,0
14,222680.53,51294.0,273974.53,505.0,0.0,0
133,62829.62,0.0,0.0,2310683.29,2278300.17,0
20,164163.69,22431.0,186594.69,0.0,0.0,0
12,37278.48,23324.0,0.0,131254.05,0.0,0
278,1412824.44,62645.0,0.0,0.0,1412824.44,0
17,279039.93,0.0,0.0,3675961.64,3955001.57,0
30,122235.11,122235.11,0.0,0.0,122235.11,1
44,827521.86,0.0,0.0,1710069.3,2537591.16,0
261,8248.49,0.0,0.0,0.0,0.0,0
15,164568.47,5972.0,0.0,18875.83,183444.3,0
140,6232.52,719593.48,713360.96,0.0,0.0,0
731,81677.17,81677.17,0.0,130887.69,212564.86,1
310,305511.53,0.0,0.0,418565.88,724077.41,0
224,99316.36,99316.36,0.0,1229393.59,1328709.95,1
281,395621.01,0.0,0.0,682775.57,1078396.58,0
495,987470.17,987470.17,0.0,0.0,987470.17,1
379,261503.31,0.0,0.0,1415655.37,1677158.68,0
332,10917.94,66752.0,55834.06,0.0,0.0,0
5,120074.73,120074.73,0.0,0.0,120074.73,1
153,1693789.19,0.0,0.0,3741961.5,5435750.69,0
141,106717.98,456928.21,350210.23,699692.21,806410.19,0
118,50845.13,50845.13,0.0,2739530.31,2790375.44,1
284,213239.87,7974238.82,8187478.69,1147445.38,934205.51,0
374,2028849.34,415657.38,0.0,28718786.09,30747635.44,0
179,9812.31,176.0,0.0,0.0,0.0,0
25,802382.45,802382.45,0.0,0.0,802382.45,1
371,8703.12,0.0,0.0,0.0,0.0,0
310,1868438.44,1868438.44,0.0,0.0,1868438.44,1
284,36311.94,7260596.26,7296908.21,318994.49,282682.55,0
12,496619.3,79773.02,0.0,930073.12,1426692.41,0
34,82484.3,0.0,0.0,1410417.55,1555409.54,0
69,271731.05,271731.05,0.0,0.0,0.0,1
179,10521.63,37113.0,26591.37,0.0,0.0,0
211,47520.32,75388.0,27867.68,2083601.8,2131122.12,0
35,38796.69,21028.11,0.0,0.0,0.0,0
40,53.28,6317325.17,6317378.45,111851.92,207657.12,0
348,594476.48,378.0,0.0,0.0,594476.48,0
163,17540.77,0.0,0.0,235927.56,253468.33,0
277,272012.82,92058.0,0.0,86825.97,358838.79,0
140,5837.78,0.0,0.0,0.0,0.0,0
39,178953.05,694.0,179647.05,394280.75,215327.7,0
18,177517.44,1196905.1,1019387.66,1173917.24,1159329.03,0
206,100911.77,5548918.84,5649830.62,882263.47,781351.7,0
567,13314.73,403.0,0.0,0.0,0.0,0
311,103851.69,0.0,0.0,246507.92,350359.61,0
326,16274.09,20769.0,4494.91,0.0,0.0,0
396,210894.76,0.0,0.0,1111644.51,1322539.27,0
496,1064.85,20504.0,19439.15,96352.46,97417.31,0
329,3266.68,28846.06,25579.38,0.0,0.0,0
15,16891.01,380202.3,363311.28,0.0,0.0,0
43,13456.79,0.0,0.0,0.0,0.0,0
401,19511.35,19511.35,0.0,18785.78,38297.13,1
302,453267.29,502964.0,956231.29,373857.28,0.0,0
260,110629.92,4696.0,0.0,140742.12,251372.04,0
347,291458.39,6529438.09,6820896.49,1582267.5,1290809.1,0
284,83612.3,106931.0,23318.7,1494745.38,1578357.69,0
370,149670.63,67474.0,217144.63,4545039.18,5297437.0,0
312,613.3,6460.0,5846.7,0.0,0.0,0
283,3608.11,123264.13,119656.01,0.0,0.0,0
513,159724.42,159724.42,0.0,0.0,0.0,1
186,969.48,0.0,0.0,0.0,0.0,0
179,324393.18,0.0,0.0,1927597.04,2251990.22,0
300,259290.56,0.0,0.0,639038.35,898328.91,0
204,108555.15,103720.0,0.0,4475326.56,4583881.72,0
430,221511.12,221511.12,0.0,201354.78,422865.9,1
356,23764.41,0.0,0.0,0.0,0.0,0
646,10000000.0,50399045.08,40399045.08,0.0,0.0,1
331,144674.63,5435162.43,5579837.06,8613370.33,8468695.7,0
303,151223.51,7506973.87,7658197.38,721871.49,570647.98,0
306,143741.05,21266.0,0.0,15929.5,159670.55,0
354,249062.66,0.0,0.0,342162.99,591225.64,0
34,159672.68,0.0,0.0,474416.84,634089.52,0
154,106874.09,6839218.55,6946092.64,6723845.13,6616971.04,0
86,305817.12,305817.12,0.0,0.0,305817.12,1
261,7078.89,3271.0,0.0,0.0,0.0,0
1,1277212.77,1277212.77,0.0,0.0,2444985.19,1
383,58342.63,4076110.16,4134452.8,5412636.14,5354293.5,0
139,61151.53,82044.4,20892.87,764565.92,825717.46,0
352,3434517.0,0.0,0.0,5412568.71,8847085.71,0
45,9422.56,10203.0,780.44,0.0,0.0,0
379,21547.12,18214.81,0.0,0.0,0.0,0
281,17245.16,218912.0,201666.84,0.0,0.0,0
77,2149976.69,2149976.69,0.0,0.0,2149976.69,1
141,65998.92,1003185.0,1069183.92,192170.9,126171.98,0
277,3529.07,53830.0,50300.93,0.0,0.0,0
254,282450.84,0.0,0.0,3524793.76,3807244.61,0
393,221458.61,321.0,0.0,10332.46,231791.07,0
355,189599.1,11561.0,0.0,610404.33,800003.43,0
234,345843.99,0.0,0.0,3917199.91,4263043.9,0
210,96123.06,8474363.36,8570486.43,523864.05,427740.99,0
323,358707.07,0.0,0.0,984033.62,1342740.69,0
281,679090.57,0.0,0.0,7461482.0,8140572.57,0
313,1202443.49,1202443.49,0.0,193304.8,1395748.29,1
420,16845.38,42384.0,25538.62,0.0,0.0,0
378,282381.91,31649.0,0.0,296456.53,578838.44,0
14,3568.58,445962.13,442393.55,0.0,0.0,0
658,8730600.58,8730600.58,0.0,0.0,0.0,1
12,2531876.22,0.0,0.0,2557362.03,5089238.26,0
332,47725.68,0.0,0.0,0.0,0.0,0
450,36267.62,36267.62,0.0,6310213.47,6346481.09,1
369,269882.92,2382.0,0.0,0.0,450541.91,0
421,10000000.0,10000000.0,0.0,0.0,10000000.0,1
140,195040.46,5789.0,200829.46,0.0,0.0,0
309,8589.16,0.0,0.0,0.0,0.0,0
16,66921.39,25202.0,0.0,16143.45,66093.51,0
726,316882.94,316882.94,0.0,1049008.93,1365891.86,1
48,2585.41,113280.75,110695.34,0.0,0.0,0
14,403636.76,345004.0,0.0,34421.4,438058.16,0
236,28510.66,46351.0,17840.34,0.0,0.0,0
61,475368.94,475368.94,0.0,1348026.73,1823395.67,1
548,29718.07,69958.0,40239.93,1299112.15,1328830.22,0
483,22990.73,22990.73,0.0,0.0,0.0,1
321,647.86,20912.0,20264.14,0.0,0.0,0
615,75113.49,75113.49,0.0,2401380.3,2476493.79,1
205,19903.63,169232.0,149328.37,0.0,0.0,0
311,14576.9,129519.0,114942.1,0.0,0.0,0
378,13898.97,100287.0,86388.03,0.0,0.0,0
398,118202.53,770.0,118972.53,4841682.88,4723480.35,0
7,3146.09,51229.0,48082.91,0.0,0.0,0
156,306244.8,23550.0,0.0,325984.98,1248847.44,0
324,1820860.25,340175.38,0.0,10926574.57,12747434.82,0
16,71019.93,10184.0,0.0,99621.5,170641.43,0
182,96543.28,7856768.39,7953311.68,282588.66,186045.37,0
324,22824.44,51990.0,74814.44,0.0,0.0,0
19,3101.62,287463.51,284361.89,0.0,0.0,0
157,32875.94,56372.0,89247.94,328736.32,295860.38,0
325,21050.76,0.0,0.0,1753480.45,1774531.2,0
36,48247.78,0.0,0.0,100840.87,149088.65,0
8,14349.36,0.0,0.0,41073.26,55422.62,0
398,119311.99,7416104.6,7535416.59,330483.05,211171.06,0
192,1806.78,27774.0,25967.22,0.0,0.0,0
398,93150.97,8531.0,101681.97,3576216.57,3483065.6,0
522,488477.94,0.0,0.0,1955310.41,2443788.35,0
185,43509.16,2758.0,0.0,838003.73,881512.89,0
155,6895.65,0.0,0.0,0.0,0.0,0
328,23749.5,113913.0,90163.5,0.0,0.0,0
353,318197.6,0.0,0.0,2408776.93,2726974.53,0
354,318437.83,943.0,0.0,225772.65,544210.48,0
226,28630.86,0.0,0.0,0.0,0.0,0
161,259918.09,60339.0,0.0,517337.25,777255.34,0
399,118971.19,23734.0,142705.19,0.0,0.0,0
351,5789.55,16625.0,10835.45,0.0,0.0,0
181,43167.69,27790.36,0.0,0.0,0.0,0
8,7939.2,0.0,0.0,0.0,0.0,0
375,138083.97,0.0,0.0,565387.75,703471.72,0
254,262119.23,15399764.65,15661883.87,1826779.42,1564660.19,0
678,194876.96,194876.96,0.0,0.0,0.0,1
12,14496.55,427337.0,412840.45,0.0,0.0,0
136,217360.17,9145713.26,9363073.42,13451137.12,13468010.92,0
162,5820137.62,5820137.62,0.0,95384.38,5915522.0,1
153,21310.21,20668.0,41978.21,88082.21,66772.0,0
350,290628.97,1485296.69,1775925.67,4267066.03,3976437.06,0
183,311334.42,855313.43,543979.01,433917.37,745251.79,0
284,135566.57,18206.0,153772.57,1849683.92,1714117.36,0
186,8300.25,391280.99,382980.74,0.0,0.0,0
353,268183.54,3008.0,0.0,0.0,268183.54,0
189,232147.23,0.0,0.0,2893495.08,3125642.32,0
180,20980.95,232.0,0.0,0.0,0.0,0
444,10000000.0,13752520.6,3752520.6,0.0,0.0,1
428,1137556.76,0.0,0.0,6967808.03,8105364.79,0
684,1430050.84,1430050.84,0.0,0.0,1430050.84,1
570,6334.48,23777.6,17443.12,0.0,0.0,0
184,24703.51,109.0,0.0,0.0,0.0,0
231,115891.37,19743.0,0.0,0.0,115891.37,0
122,91637.51,91637.51,0.0,0.0,0.0,1
43,2081.75,0.0,0.0,0.0,0.0,0
21,2938.65,99724.0,96785.35,0.0,0.0,0
259,94366.9,160229.13,65862.23,188268.52,282635.42,0
14,32519.22,6448.52,0.0,0.0,0.0,0
331,128862.85,198.0,0.0,0.0,128862.85,0
210,46220.48,6361301.3,6407521.78,1290104.74,1243884.25,0
211,99852.85,51220.0,151072.85,133004.64,33151.79,0
308,100568.26,17103.33,0.0,263824.49,364392.75,0
488,326052.83,326052.83,0.0,0.0,0.0,1
324,3257.83,9700617.38,9703875.21,2376373.53,2373115.7,0
293,530124.99,530124.99,0.0,0.0,0.0,1
398,29136.01,70567.0,41430.99,0.0,0.0,0
378,316495.92,1523.0,318018.92,99101.41,0.0,0
564,5761.34,496952.0,491190.66,0.0,0.0,0
355,34440.92,236270.86,201829.94,0.0,0.0,0
402,30576.25,0.0,0.0,522400.13,552976.38,0
379,8439.25,20605.0,12165.75,0.0,0.0,0
451,4466.64,40629.0,36162.36,0.0,0.0,0
183,388983.14,5546.0,0.0,360838.0,749821.14,0
307,208600.18,2867305.43,3075905.61,987562.54,778962.37,0
225,425795.51,132937.0,0.0,427647.93,853443.44,0
231,4805.67,15429.0,10623.33,0.0,0.0,0
380,890.69,48671.0,49561.69,1265565.5,1264674.81,0
305,153937.47,0.0,0.0,565877.47,719814.93,0
250,125847.79,9275284.0,9401131.79,296482.0,170634.21,0
17,86478.25,623.0,0.0,0.0,86478.25,0
16,168428.28,0.0,0.0,1543104.7,2632364.35,0
129,41408.08,0.0,0.0,0.0,0.0,0
254,340698.37,1138.0,0.0,36362.86,377061.22,0
15,1634985.77,276817.42,0.0,19492.5,1654478.27,0
398,50722.16,50722.16,0.0,21829.49,72551.64,1
278,284475.5,0.0,0.0,382416.11,666891.62,0
260,113946.87,8511247.94,8625194.8,315012.19,201065.33,0
406,10000000.0,10000000.0,0.0,2265793.36,12265793.36,1
13,238059.76,7733771.18,7971830.95,704139.65,466079.88,0
328,358452.88,75.0,0.0,18195.19,376648.07,0
449,219979.57,50068.0,0.0,48281.99,268261.56,0
116,522465.43,522465.43,0.0,0.0,0.0,1
34,3249.1,0.0,0.0,0.0,0.0,0
280,175287.64,27982.97,203270.61,1100202.87,924915.22,0
403,235198.39,1745.4,0.0,4176575.61,4411774.0,0
21,1463.48,61101.0,59637.52,0.0,0.0,0
209,451.7,49908.0,49456.3,0.0,0.0,0
520,4960.75,0.0,0.0,0.0,0.0,0
40,4892.16,26980.0,22087.84,1300395.99,1305817.1,0
229,363571.37,53277.0,416848.37,374496.64,10925.27,0
323,19632.4,168703.66,149071.25,0.0,0.0,0
408,3050.64,0.0,0.0,0.0,0.0,0
254,5100.65,0.0,0.0,0.0,0.0,0
380,226503.53,42057.0,268560.53,362915.64,136412.11,0
612,4349.13,59974.0,55624.87,0.0,0.0,0
396,4462.94,0.0,0.0,0.0,0.0,0
196,553399.25,553399.25,0.0,0.0,0.0,1
164,3476.71,10275.0,6798.29,0.0,0.0,0
278,6387.09,38372.17,31985.08,0.0,0.0,0
190,162098.48,14064.98,0.0,578113.55,740212.03,0
380,49076.27,49076.27,0.0,863127.8,912204.07,1
42,376755.08,352386.0,729141.08,0.0,119551.63,0
172,1116508.49,1116508.49,0.0,4052464.84,5168973.32,1
9,212635.4,0.0,0.0,187338.36,399973.75,0
47,1388951.5,1388951.5,0.0,0.0,0.0,1
274,3465.17,41338.0,37872.83,1893796.32,1897261.49,0
42,60128.8,39933.0,0.0,0.0,60128.8,0
565,211433.51,167553.0,378986.51,5430225.01,5218791.5,0
236,83931.0,26960.0,110891.0,2742375.91,2658444.91,0
179,124518.65,100032.0,0.0,0.0,124518.65,0
43,70655.36,0.0,0.0,79174.83,149830.2,0
492,1693.88,0.0,0.0,0.0,0.0,0
355,271518.51,2474.0,273992.51,345530.93,0.0,0
346,287673.14,31993.0,0.0,0.0,287673.14,0
393,14440.34,0.0,0.0,0.0,0.0,0
381,102216.61,90422.0,0.0,0.0,102216.61,0
146,141639.66,6991371.48,7133011.14,436513.39,294873.72,0
402,23684.52,180356.09,156671.57,0.0,0.0,0
258,1038876.28,50238.0,0.0,0.0,1038876.28,0
301,18795.53,0.0,0.0,0.0,0.0,0
156,281416.71,1656908.63,1938325.34,543485.66,262068.96,0
212,115866.19,31822.0,147688.19,0.0,0.0,0
139,2914.44,0.0,0.0,0.0,0.0,0
301,133027.88,27144.0,0.0,220791.5,353819.38,0
361,140807.76,140807.76,0.0,137903.3,278711.05,1
394,9542.32,0.0,0.0,0.0,0.0,0
134,15451.87,0.0,0.0,230484.96,245936.84,0
275,2078.46,20434.0,18355.54,0.0,0.0,0
308,343660.27,0.0,0.0,395444.12,739104.38,0
86,72547.29,72547.29,0.0,0.0,0.0,1
251,260654.48,0.0,0.0,7343955.11,7604609.59,0
38,9200.19,0.0,0.0,0.0,0.0,0
538,91146.36,27914.0,0.0,1692538.19,1783684.56,0
251,1420.6,0.0,0.0,0.0,0.0,0
321,193244.94,0.0,0.0,2222334.06,2415579.0,0
19,93940.73,0.0,0.0,5228325.41,5322266.15,0
130,257831.44,0.0,0.0,793840.32,1051671.76,0
400,30.19,29183.0,29152.81,0.0,0.0,0
182,109676.56,2823408.15,2933084.71,706546.08,596869.52,0
137,13986.48,0.0,0.0,0.0,0.0,0
325,13907.76,0.0,0.0,0.0,0.0,0
46,736370.54,736370.54,0.0,556478.62,1292849.15,1
38,343427.36,5098.0,0.0,39908.0,351268.8,0
299,15948.96,243923.99,227975.03,0.0,0.0,0
165,798007.45,798007.45,0.0,156472.57,954480.02,1
277,52486.02,163513.0,111026.98,3907616.24,3960102.26,0
403,16593.31,5582.0,0.0,0.0,0.0,0
252,230276.71,6775126.03,7005402.74,358393.93,128117.22,0
20,80763.48,0.0,0.0,163562.48,68519.85,0
208,131849.09,210.0,0.0,462067.95,593917.04,0
155,41732.79,809859.15,851591.94,175428.03,157774.69,0
185,234165.06,1421321.97,1655487.03,429236.85,195071.78,0
13,32083.32,11505.0,0.0,187218.52,11587.98,0
235,368514.03,5052.0,373566.03,1276795.18,599871.57,0
325,9783.86,0.0,0.0,0.0,0.0,0
371,165966.84,0.0,0.0,1024463.35,1190430.2,0
331,43301.39,0.0,0.0,4434479.17,4477780.56,0
201,407173.19,183017.95,0.0,2008836.25,2416009.44,0
220,3379009.86,3379009.86,0.0,0.0,0.0,1
211,141539.05,7006.0,0.0,0.0,141539.05,0
185,195199.25,21168525.05,21363724.3,405501.7,210302.45,0
348,14129.62,9301.0,0.0,0.0,0.0,0
153,36025.16,774.0,36799.16,0.0,0.0,0
427,426173.04,426173.04,0.0,0.0,0.0,1
14,18084.41,20659.0,2574.59,0.0,0.0,0
566,247379.98,0.0,0.0,2977620.84,3225000.82,0
286,137103.14,5116566.71,5253669.84,149386.78,12283.64,0
305,24818.6,17580.98,0.0,0.0,0.0,0
39,181700.88,4341243.71,4522944.58,4669483.89,4722313.39,0
532,4011.1,232.0,0.0,0.0,0.0,0
142,4079.94,12581.0,8501.06,0.0,0.0,0
139,4562.7,0.0,0.0,0.0,0.0,0
279,20519.03,0.0,0.0,560462.91,580981.94,0
369,1674146.06,1674146.06,0.0,0.0,0.0,1
549,1057053.6,1057053.6,0.0,0.0,0.0,1
282,58840.11,24132.0,82972.11,0.0,0.0,0
180,216783.64,41083.0,0.0,434397.11,651180.75,0
42,117278.38,53812.0,0.0,493961.01,1218375.59,0
282,117026.55,10955.0,0.0,281585.89,398612.44,0
334,7089.21,0.0,0.0,0.0,0.0,0
181,137356.15,19996.0,0.0,196587.64,333943.79,0
154,75401.82,7700406.77,7775808.59,1340602.47,1265200.64,0
348,5824.73,1786473.5,1792298.23,6001957.54,5996132.81,0
732,417129.11,417129.11,0.0,683101.34,1100230.45,1
17,370354.8,30713.0,401067.8,0.0,0.0,0
184,13144.42,0.0,0.0,0.0,0.0,0
15,192879.05,842992.99,1035872.04,1371301.05,1178422.0,0
44,6735.07,620472.0,613736.93,0.0,0.0,0
226,2429.32,0.0,0.0,0.0,0.0,0
400,12794.29,718.0,0.0,0.0,0.0,0
44,46485.93,163.0,0.0,418491.66,464977.59,0
9,134.41,102430.0,102295.59,0.0,0.0,0
210,93231.14,361242.0,268010.86,286799.23,380030.37,0
335,7257.15,9808.02,2550.87,0.0,0.0,0
657,24853.41,24853.41,0.0,0.0,0.0,1
68,374178.28,374178.28,0.0,0.0,0.0,1
166,15195.34,197574.0,182378.66,0.0,0.0,0
351,154374.5,1193446.8,1347821.3,712823.12,558448.62,0
38,282156.23,0.0,0.0,10185077.82,10677006.54,0
374,25077.85,0.0,0.0,0.0,0.0,0
277,89953.77,51731.0,0.0,0.0,89953.77,0
285,3121.09,9974.0,6852.91,0.0,0.0,0
464,336917.97,336917.97,0.0,229355.59,566273.55,1
258,167855.53,10876.0,178731.53,1880258.01,1712402.48,0
16,236163.46,0.0,0.0,528032.23,764195.69,0
137,198771.23,4180366.81,4379138.03,2874848.42,3149003.4,0
15,365996.6,49757.0,415753.6,1535803.13,1169806.53,0
397,494318.41,0.0,0.0,4573277.04,5067595.46,0
227,89244.73,0.0,0.0,1273733.55,1362978.27,0
138,5905.75,0.0,0.0,0.0,0.0,0
139,25369.46,346.0,0.0,4172957.99,4198327.46,0
302,5352.17,0.0,0.0,0.0,0.0,0
329,163706.39,19639326.15,19803032.54,2570715.0,2407008.61,0
42,16129.84,2782.67,0.0,0.0,0.0,0
189,165207.91,0.0,0.0,2291146.06,2456353.97,0
20,5517.94,16592.91,11074.97,0.0,0.0,0
300,183092.49,2467896.52,2650989.01,733887.03,550794.54,0
308,143838.59,4930886.46,5074725.05,3947964.14,3804125.55,0
405,258376.02,10183.0,0.0,365541.99,623918.01,0
38,54954.09,0.0,0.0,983844.4,1038798.49,0
182,957.05,44970.08,44013.04,0.0,0.0,0
399,62373.18,0.0,0.0,0.0,0.0,0
468,19952.89,19952.89,0.0,0.0,0.0,1
350,14001.63,0.0,0.0,0.0,0.0,0
44,220139.42,7594697.09,7814836.51,344106.04,123966.63,0
19,39158.05,45835.4,6677.35,5329868.92,5369026.97,0
305,5380.14,211963.41,206583.27,0.0,0.0,0
383,16378.9,30577.0,14198.1,0.0,0.0,0
514,3551771.18,3551771.18,0.0,208369.87,3760141.06,1
11,119079.45,0.0,0.0,1612263.77,2743453.4,0
234,138930.57,687.0,139617.57,45437.32,0.0,0
233,17180.83,0.0,0.0,0.0,0.0,0
356,6474.3,51408.1,44933.81,0.0,0.0,0
306,19652.56,359022.0,339369.44,0.0,0.0,0
209,84665.91,0.0,0.0,5010969.66,5095635.57,0
235,85066.35,1746.0,0.0,0.0,85066.35,0
40,157296.71,3132112.31,3289409.02,4701870.53,4544573.82,0
232,2799.64,24386.0,21586.36,12600457.56,12603257.19,0
299,189869.72,890.0,0.0,4458706.95,4257409.48,0
321,24768.57,21573.0,0.0,0.0,0.0,0
380,4478.05,0.0,0.0,0.0,0.0,0
404,193783.51,9716165.64,9909949.15,2844915.86,2651132.35,0
25,249159.26,249159.26,0.0,285997.41,535156.67,1
455,332.36,332.36,0.0,0.0,0.0,1
235,278031.98,540.0,0.0,267348.24,545380.22,0
139,35781.18,0.0,0.0,0.0,0.0,0
354,28840.5,301.0,0.0,203513.12,232353.62,0
332,208128.41,27150.0,0.0,478558.58,686686.99,0
487,2492.52,248.3,0.0,0.0,0.0,0
182,32586.79,0.0,0.0,5389228.97,5280506.37,0
576,7254.9,0.0,0.0,0.0,0.0,0
533,18042.11,18042.11,0.0,0.0,0.0,1
282,4468.04,237138.67,232670.64,0.0,0.0,0
328,210678.67,0.0,0.0,645453.49,856132.16,0
19,96506.24,0.0,0.0,6383247.29,6415237.63,0
182,27315.96,0.0,0.0,0.0,0.0,0
20,11369.26,0.0,0.0,671830.48,683199.74,0
9,11344.55,46486.0,35141.45,0.0,0.0,0
136,15710.5,459854.12,444143.62,0.0,0.0,0
130,200323.62,1411237.69,1611561.31,539088.81,338765.19,0
133,74836.1,0.0,0.0,251666.38,326502.48,0
19,707305.45,0.0,0.0,2269297.86,2976603.31,0
205,235787.12,400381.0,164593.88,782595.02,1018382.15,0
587,985127.95,985127.95,0.0,0.0,985127.95,1
132,307889.12,0.0,0.0,492569.19,800458.31,0
303,1582032.35,0.0,0.0,1648351.5,3230383.84,0
403,16102.73,0.0,0.0,100794.7,116897.44,0
307,51189.44,0.0,0.0,3026737.2,3077926.64,0
297,168775.92,30806.0,0.0,888322.83,1057098.75,0
134,86889.97,3325505.75,3412395.72,304592.18,217702.21,0
370,401808.68,1357804.64,1759613.32,5765756.41,5363947.72,0
167,5980.04,14380.0,8399.96,74071.82,80051.87,0
96,6787.01,0.0,0.0,0.0,0.0,0
57,157610.11,157610.11,0.0,0.0,0.0,1
45,19285.26,0.0,0.0,0.0,0.0,0
10,98413.22,4021.0,0.0,3165.63,101578.85,0
211,210682.08,8643748.56,8854430.64,2472094.05,2261411.97,0
235,209054.84,129325.0,338379.84,65500.13,0.0,0
44,6015.18,104730.0,98714.82,36017.42,42032.6,0
642,450060.37,450060.37,0.0,0.0,0.0,1
303,199870.29,199870.29,0.0,0.0,0.0,1
490,3641525.7,3641525.7,0.0,599102.39,4240628.09,1
227,129250.4,6519725.68,6648976.08,1051439.7,922189.3,0
300,371600.39,0.0,0.0,894475.78,1266076.17,0
20,51721.45,0.0,0.0,3384841.28,3594643.83,0
138,5449.64,10892.76,5443.11,0.0,0.0,0
188,222548.94,7922.0,0.0,417223.49,688300.84,0
314,271150.29,271150.29,0.0,105282.66,376432.95,1
43,160317.15,0.0,0.0,2076176.39,2236493.53,0
190,69227.77,6986.77,0.0,349265.96,418493.73,0
324,133766.23,711559.72,577793.49,1469759.76,1603525.99,0
180,31025.11,0.0,0.0,0.0,0.0,0
326,184346.81,244989.0,60642.19,453083.14,637429.95,0
251,27887.24,0.0,0.0,0.0,0.0,0
377,130554.33,16150.0,146704.33,0.0,0.0,0
285,169669.29,0.0,0.0,736661.88,906331.17,0
34,5961.71,0.0,0.0,0.0,0.0,0
39,22673.23,106431.0,83757.77,0.0,0.0,0
166,99085.58,3053.0,102138.58,285272.29,186186.71,0
379,92113.28,0.0,0.0,10020563.08,10112676.35,0
66,2322909.69,2322909.69,0.0,875613.05,3198522.74,1
281,104264.34,26528.16,0.0,2509972.86,2614237.2,0
248,4011314.1,4011314.1,0.0,229237.42,4240551.52,1
177,294527.88,9582255.82,9876783.7,4375255.74,4080727.86,0
16,6964.85,35775.52,28810.67,0.0,0.0,0
159,9310.56,45170.0,54480.56,0.0,0.0,0
254,536608.68,0.0,0.0,3483345.06,4019953.74,0
19,1861008.32,1861008.32,0.0,0.0,1789942.62,1
17,195351.76,195351.76,0.0,156408.25,265841.0,1
571,209588.79,0.0,0.0,1456220.45,1665809.24,0
370,11577.24,315041.61,303464.37,0.0,0.0,0
209,329156.43,329156.43,0.0,0.0,329156.43,1
302,57808.14,0.0,0.0,0.0,0.0,0
17,3818.12,0.0,0.0,0.0,0.0,0
235,4164.7,10393.0,6228.3,0.0,0.0,0
305,47443.44,15185.0,0.0,4135060.47,4182503.91,0
135,169242.84,5927267.6,6096510.44,1534254.17,1365011.33,0
36,52813.08,25011.0,0.0,0.0,0.0,0
157,133601.25,10081.0,143682.25,993769.11,1009368.72,0
273,23596.65,1178873.8,1202470.45,506097.67,482501.02,0
10,10269.84,51594.35,41324.51,0.0,0.0,0
305,4116.02,0.0,0.0,0.0,0.0,0
251,149745.73,398585.35,248839.62,196170.49,345916.22,0
673,329055.47,329055.47,0.0,0.0,0.0,1
375,653802.24,5965426.15,6619228.39,2413133.86,1759331.62,0
398,11333.74,0.0,0.0,0.0,0.0,0
206,9439.1,228.0,0.0,0.0,0.0,0
277,101707.11,1445.0,0.0,2773322.54,2875029.64,0
327,29003.63,0.0,0.0,0.0,0.0,0
132,163080.93,160256.0,323336.93,0.0,0.0,0
396,198445.12,118940.0,317385.12,300094.71,101649.59,0
11,148867.57,1812.0,0.0,0.0,148867.57,0
186,6982.94,0.0,0.0,0.0,0.0,0
373,13423.14,307052.47,293629.33,0.0,0.0,0
120,1612.45,338.0,0.0,0.0,0.0,0
301,331531.77,820.0,0.0,0.0,331531.77,0
540,411.12,0.0,0.0,0.0,0.0,0
283,55016.95,2785653.47,2840670.42,336206.84,281189.88,0
209,10774.51,0.0,0.0,0.0,0.0,0
397,12692.57,0.0,0.0,0.0,0.0,0
10,232365.58,587.0,0.0,52264.0,0.0,0
567,74543.73,176214.0,101670.27,3543803.36,3618347.09,0
153,133771.98,2967264.89,3101036.88,1566264.0,1432492.02,0
548,3657.74,0.0,0.0,0.0,0.0,0
94,94056.64,0.0,0.0,527918.98,661177.07,0
34,1462355.44,1462355.44,0.0,0.0,0.0,1
